dataset,seed,t,J,silhouette,margin,error,g,entanglement_proxy_E,delta_accuracy_vs_J0
Fashion-MNIST,47,1.0,0.22,0.31909722664829526,0.492806214798539,0.20272387227057953,0.6091795691762547,0.5840374971630372,0.012502960480066485
Fashion-MNIST,59,1.0,0.22,0.3553679953032131,0.5131185327446798,0.19371720557721675,0.6747693224706761,0.5933954693243508,0.017474910297550664
Fashion-MNIST,11,1.0,0.3,0.35258977769848826,0.5196318594364775,0.19626528776903934,0.6759563493659264,0.6584927864377879,0.01900744540467955
Fashion-MNIST,23,1.0,0.3,0.3374373066240611,0.5245701137413561,0.21189559501789884,0.6501118253475182,0.6656059859804694,0.015295868772493653
Fashion-MNIST,37,1.0,0.3,0.34580665049328385,0.5018224267446849,0.21726045172900493,0.6303686255089638,0.6317487509928023,0.018690150643007056
Fashion-MNIST,47,1.0,0.3,0.31973722664829535,0.5033662147985389,0.20960387227057956,0.6134995691762548,0.6451574971630373,0.012310960480066488
Fashion-MNIST,59,1.0,0.3,0.3560079953032132,0.5236785327446798,0.20059720557721678,0.6790893224706762,0.6545154693243509,0.017282910297550667
Fashion-MNIST,11,1.0,0.4,0.3380897776984883,0.5166318594364775,0.21476528776903933,0.6399563493659264,0.7024927864377878,0.016607445404679552
Fashion-MNIST,23,1.0,0.4,0.3229373066240611,0.5215701137413561,0.23039559501789883,0.6141118253475184,0.7096059859804693,0.012895868772493654
Fashion-MNIST,37,1.0,0.4,0.3313066504932839,0.49882242674468497,0.23576045172900492,0.5943686255089639,0.6757487509928022,0.016290150643007057
Fashion-MNIST,47,1.0,0.4,0.3052372266482954,0.5003662147985389,0.22810387227057954,0.5774995691762548,0.6891574971630372,0.009910960480066488
Fashion-MNIST,59,1.0,0.4,0.34150799530321324,0.5206785327446798,0.21909720557721676,0.6430893224706763,0.6985154693243508,0.014882910297550669
Fashion-MNIST,11,1.25,0.0,0.2892138967038905,0.42750287914200746,0.20633318200388717,0.5103835938420108,0.3359511737930777,0.008486499011149076
Fashion-MNIST,23,1.25,0.0,0.3067565100937868,0.4174252480504721,0.22753710231628016,0.49664465582797873,0.3277335083054791,0.01308070594773689
Fashion-MNIST,37,1.25,0.0,0.2911401568103536,0.41966187634486646,0.22642747576143377,0.4843745573937863,0.3352105076518881,0.015848291131880528
Fashion-MNIST,47,1.25,0.0,0.2911835270734394,0.42753134713032276,0.23235414578191285,0.4863607284218493,0.29643508365524207,0.014951366076651196
Fashion-MNIST,59,1.25,0.0,0.29005475091346483,0.4278511833214933,0.21830930381557312,0.49959663041938496,0.273727427706248,0.0060397576854857235
Fashion-MNIST,11,1.25,0.03,0.3019488967038905,0.4446928791420075,0.20082818200388716,0.5458135938420109,0.3853311737930777,0.010178499011149075
Fashion-MNIST,23,1.25,0.03,0.3194915100937868,0.43461524805047214,0.22203210231628015,0.5320746558279787,0.3771135083054791,0.01477270594773689
Fashion-MNIST,37,1.25,0.03,0.3038751568103536,0.4368518763448665,0.22092247576143376,0.5198045573937863,0.38459050765188807,0.017540291131880527
Fashion-MNIST,47,1.25,0.03,0.3039185270734394,0.4447213471303228,0.22684914578191284,0.5217907284218494,0.34581508365524205,0.016643366076651196
Fashion-MNIST,59,1.25,0.03,0.30278975091346483,0.44504118332149334,0.2128043038155731,0.535026630419385,0.323107427706248,0.0077317576854857226
Fashion-MNIST,11,1.25,0.06,0.31315389670389054,0.4602628791420074,0.19631318200388717,0.5771035938420108,0.4314711737930777,0.011654499011149077
Fashion-MNIST,23,1.25,0.06,0.3306965100937868,0.45018524805047205,0.21751710231628016,0.5633646558279787,0.4232535083054791,0.01624870594773689
Fashion-MNIST,37,1.25,0.06,0.3150801568103536,0.4524218763448664,0.21640747576143377,0.5510945573937862,0.4307305076518881,0.01901629113188053
Fashion-MNIST,47,1.25,0.06,0.31512352707343944,0.4602913471303227,0.22233414578191285,0.5530807284218493,0.39195508365524206,0.018119366076651197
Fashion-MNIST,59,1.25,0.06,0.31399475091346485,0.46061118332149326,0.20828930381557312,0.566316630419385,0.369247427706248,0.009207757685485724
Fashion-MNIST,11,1.25,0.1,0.3257138967038905,0.47850287914200745,0.1918331820038872,0.6123835938420108,0.4879511737930777,0.013286499011149077
Fashion-MNIST,23,1.25,0.1,0.34325651009378677,0.4684252480504721,0.21303710231628017,0.5986446558279787,0.47973350830547906,0.01788070594773689
Fashion-MNIST,37,1.25,0.1,0.3276401568103536,0.47066187634486645,0.21192747576143378,0.5863745573937862,0.48721050765188806,0.020648291131880527
Fashion-MNIST,47,1.25,0.1,0.3276835270734394,0.47853134713032275,0.21785414578191287,0.5883607284218493,0.44843508365524204,0.019751366076651195
Fashion-MNIST,59,1.25,0.1,0.3265547509134648,0.4788511833214933,0.20380930381557313,0.6015966304193849,0.425727427706248,0.010839757685485724
Fashion-MNIST,11,1.25,0.15,0.33758889670389053,0.49725287914200744,0.18870818200388717,0.6461335938420107,0.5504511737930776,0.014786499011149075
Fashion-MNIST,23,1.25,0.15,0.3551315100937868,0.4871752480504721,0.20991210231628016,0.6323946558279787,0.5422335083054791,0.019380705947736887
Fashion-MNIST,37,1.25,0.15,0.3395151568103536,0.48941187634486644,0.20880247576143376,0.6201245573937864,0.549710507651888,0.022148291131880524
Fashion-MNIST,47,1.25,0.15,0.3395585270734394,0.49728134713032274,0.21472914578191285,0.6221107284218493,0.510935083655242,0.021251366076651193
Fashion-MNIST,59,1.25,0.15,0.33842975091346483,0.4976011833214933,0.20068430381557312,0.635346630419385,0.488227427706248,0.012339757685485722
Fashion-MNIST,11,1.25,0.22,0.3470738967038905,0.5159428791420074,0.18895318200388717,0.6740635938420108,0.6228311737930776,0.015878499011149075
Fashion-MNIST,23,1.25,0.22,0.36461651009378676,0.5058652480504721,0.21015710231628015,0.6603246558279786,0.6146135083054791,0.020472705947736886
Fashion-MNIST,37,1.25,0.22,0.34900015681035357,0.5081018763448665,0.20904747576143376,0.6480545573937863,0.622090507651888,0.023240291131880524
Fashion-MNIST,47,1.25,0.22,0.3490435270734394,0.5159713471303228,0.21497414578191285,0.6500407284218493,0.583315083655242,0.022343366076651192
Fashion-MNIST,59,1.25,0.22,0.3479147509134648,0.5162911833214933,0.2009293038155731,0.6632766304193849,0.5606074277062479,0.013431757685485721
Fashion-MNIST,11,1.25,0.3,0.3477138967038905,0.5265028791420074,0.1958331820038872,0.6783835938420107,0.6839511737930777,0.015686499011149078
Fashion-MNIST,23,1.25,0.3,0.3652565100937868,0.5164252480504721,0.21703710231628018,0.6646446558279787,0.6757335083054792,0.02028070594773689
Fashion-MNIST,37,1.25,0.3,0.3496401568103536,0.5186618763448665,0.21592747576143378,0.6523745573937862,0.6832105076518881,0.023048291131880526
Fashion-MNIST,47,1.25,0.3,0.3496835270734394,0.5265313471303228,0.22185414578191287,0.6543607284218493,0.644435083655242,0.022151366076651195
Fashion-MNIST,59,1.25,0.3,0.34855475091346483,0.5268511833214933,0.20780930381557314,0.6675966304193849,0.621727427706248,0.013239757685485723
Fashion-MNIST,11,1.25,0.4,0.33321389670389057,0.5235028791420074,0.21433318200388718,0.6423835938420108,0.7279511737930776,0.013286499011149077
Fashion-MNIST,23,1.25,0.4,0.35075651009378683,0.5134252480504721,0.23553710231628017,0.6286446558279788,0.7197335083054791,0.01788070594773689
Fashion-MNIST,37,1.25,0.4,0.33514015681035364,0.5156618763448665,0.23442747576143377,0.6163745573937864,0.727210507651888,0.020648291131880527
Fashion-MNIST,47,1.25,0.4,0.33518352707343946,0.5235313471303228,0.24035414578191286,0.6183607284218494,0.688435083655242,0.019751366076651195
Fashion-MNIST,59,1.25,0.4,0.33405475091346487,0.5238511833214933,0.22630930381557313,0.6315966304193851,0.6657274277062479,0.010839757685485724
Fashion-MNIST,11,1.5,0.0,0.31122624164443385,0.43511407788305273,0.22147674475461962,0.5248635747728669,0.3399544766967394,0.009703893732661556
Fashion-MNIST,23,1.5,0.0,0.30069717325863615,0.4124695694045972,0.22641409286298683,0.48675264980024646,0.2673034835213406,0.013541638665479378
Fashion-MNIST,37,1.5,0.0,0.3009586063360102,0.4115459748410282,0.23130601586407085,0.48119856531296745,0.29363423747562956,0.005496027394330148
Fashion-MNIST,47,1.5,0.0,0.28991112074108494,0.4186523544403277,0.22622265946077005,0.4823408157206427,0.27329735352419887,0.008443708992380977
Fashion-MNIST,59,1.5,0.0,0.289092959481949,0.43973839773571904,0.21897409558962194,0.5098572616280461,0.26535578114251046,0.012812943192963723
Fashion-MNIST,11,1.5,0.03,0.32396124164443385,0.45230407788305277,0.2159717447546196,0.560293574772867,0.3893344766967394,0.011395893732661555
Fashion-MNIST,23,1.5,0.03,0.31343217325863615,0.42965956940459726,0.22090909286298682,0.5221826498002466,0.31668348352134057,0.015233638665479377
Fashion-MNIST,37,1.5,0.03,0.3136936063360102,0.4287359748410282,0.22580101586407084,0.5166285653129675,0.34301423747562954,0.007188027394330147
Fashion-MNIST,47,1.5,0.03,0.30264612074108493,0.43584235444032776,0.22071765946077004,0.5177708157206427,0.32267735352419885,0.010135708992380976
Fashion-MNIST,59,1.5,0.03,0.301827959481949,0.4569283977357191,0.21346909558962193,0.5452872616280462,0.31473578114251044,0.014504943192963722
Fashion-MNIST,11,1.5,0.06,0.33516624164443387,0.4678740778830527,0.21145674475461962,0.5915835747728669,0.43547447669673933,0.012871893732661557
Fashion-MNIST,23,1.5,0.06,0.32463717325863617,0.4452295694045972,0.21639409286298683,0.5534726498002465,0.3628234835213406,0.01670963866547938
Fashion-MNIST,37,1.5,0.06,0.3248986063360102,0.44430597484102813,0.22128601586407085,0.5479185653129675,0.38915423747562955,0.00866402739433015
Fashion-MNIST,47,1.5,0.06,0.31385112074108495,0.4514123544403277,0.21620265946077005,0.5490608157206427,0.36881735352419887,0.011611708992380978
Fashion-MNIST,59,1.5,0.06,0.31303295948194904,0.472498397735719,0.20895409558962194,0.5765772616280461,0.36087578114251045,0.015980943192963722
Fashion-MNIST,11,1.5,0.1,0.34772624164443383,0.4861140778830527,0.20697674475461963,0.626863574772867,0.4919544766967393,0.014503893732661557
Fashion-MNIST,23,1.5,0.1,0.33719717325863613,0.4634695694045972,0.21191409286298685,0.5887526498002464,0.41930348352134056,0.01834163866547938
Fashion-MNIST,37,1.5,0.1,0.33745860633601016,0.46254597484102816,0.21680601586407086,0.5831985653129674,0.4456342374756295,0.010296027394330148
Fashion-MNIST,47,1.5,0.1,0.3264111207410849,0.4696523544403277,0.21172265946077007,0.5843408157206426,0.42529735352419884,0.013243708992380978
Fashion-MNIST,59,1.5,0.1,0.325592959481949,0.49073839773571903,0.20447409558962196,0.6118572616280461,0.41735578114251043,0.017612943192963724
Fashion-MNIST,11,1.5,0.15,0.35960124164443386,0.5048640778830527,0.20385174475461962,0.6606135747728669,0.5544544766967393,0.016003893732661555
Fashion-MNIST,23,1.5,0.15,0.34907217325863615,0.4822195694045972,0.20878909286298683,0.6225026498002465,0.48180348352134056,0.019841638665479378
Fashion-MNIST,37,1.5,0.15,0.3493336063360102,0.48129597484102815,0.21368101586407084,0.6169485653129675,0.5081342374756295,0.011796027394330146
Fashion-MNIST,47,1.5,0.15,0.33828612074108494,0.4884023544403277,0.20859765946077005,0.6180908157206426,0.48779735352419884,0.014743708992380975
Fashion-MNIST,59,1.5,0.15,0.337467959481949,0.5094883977357191,0.20134909558962194,0.6456072616280462,0.47985578114251043,0.01911294319296372
Fashion-MNIST,11,1.5,0.22,0.3690862416444338,0.5235540778830527,0.2040967447546196,0.688543574772867,0.6268344766967393,0.017095893732661554
Fashion-MNIST,23,1.5,0.22,0.3585571732586361,0.5009095694045973,0.20903409286298683,0.6504326498002466,0.5541834835213405,0.020933638665479377
Fashion-MNIST,37,1.5,0.22,0.35881860633601015,0.4999859748410282,0.21392601586407084,0.6448785653129676,0.5805142374756295,0.012888027394330145
Fashion-MNIST,47,1.5,0.22,0.3477711207410849,0.5070923544403277,0.20884265946077005,0.6460208157206425,0.5601773535241988,0.015835708992380973
Fashion-MNIST,59,1.5,0.22,0.346952959481949,0.5281783977357191,0.20159409558962194,0.6735372616280461,0.5522357811425104,0.02020494319296372
Fashion-MNIST,11,1.5,0.3,0.36972624164443385,0.5341140778830528,0.21097674475461964,0.6928635747728671,0.6879544766967394,0.016903893732661556
Fashion-MNIST,23,1.5,0.3,0.35919717325863615,0.5114695694045973,0.21591409286298685,0.6547526498002467,0.6153034835213406,0.02074163866547938
Fashion-MNIST,37,1.5,0.3,0.3594586063360102,0.5105459748410281,0.22080601586407086,0.6491985653129674,0.6416342374756295,0.012696027394330147
Fashion-MNIST,47,1.5,0.3,0.34841112074108493,0.5176523544403278,0.21572265946077007,0.6503408157206426,0.6212973535241989,0.015643708992380975
Fashion-MNIST,59,1.5,0.3,0.347592959481949,0.5387383977357191,0.20847409558962196,0.6778572616280462,0.6133557811425104,0.020012943192963723
Fashion-MNIST,11,1.5,0.4,0.3552262416444339,0.5311140778830526,0.22947674475461963,0.6568635747728669,0.7319544766967393,0.014503893732661557
Fashion-MNIST,23,1.5,0.4,0.3446971732586362,0.5084695694045972,0.23441409286298684,0.6187526498002466,0.6593034835213405,0.01834163866547938
Fashion-MNIST,37,1.5,0.4,0.3449586063360102,0.507545974841028,0.23930601586407085,0.6131985653129673,0.6856342374756295,0.010296027394330148
Fashion-MNIST,47,1.5,0.4,0.333911120741085,0.5146523544403276,0.23422265946077006,0.6143408157206426,0.6652973535241988,0.013243708992380978
Fashion-MNIST,59,1.5,0.4,0.33309295948194906,0.535738397735719,0.22697409558962195,0.641857261628046,0.6573557811425104,0.017612943192963724
Fashion-MNIST,11,2.0,0.0,0.2912702313607266,0.4322346843361092,0.2504066724845469,0.47309824321228894,0.31456493046584955,0.015579120342926512
Fashion-MNIST,23,2.0,0.0,0.31169583920277727,0.4353557644216753,0.23571035678945468,0.5113412468349978,0.30325144226670936,0.008117742209801437
Fashion-MNIST,37,2.0,0.0,0.310024003961015,0.43407599532298313,0.22087397833085806,0.52322602095314,0.30977300821381965,0.010957294385971164
Fashion-MNIST,47,2.0,0.0,0.3090742733035859,0.41959018949885846,0.2302874337196743,0.49837702908277004,0.310760217366045,0.00681728209165058
Fashion-MNIST,59,2.0,0.0,0.3097342747513411,0.42758273435495253,0.23960785959065317,0.49770914951564044,0.230712770557967,0.010081816495934629
Fashion-MNIST,11,2.0,0.03,0.3040052313607266,0.4494246843361092,0.24490167248454692,0.5085282432122888,0.3639449304658495,0.01727112034292651
Fashion-MNIST,23,2.0,0.03,0.32443083920277727,0.4525457644216753,0.23020535678945467,0.5467712468349979,0.35263144226670934,0.009809742209801436
Fashion-MNIST,37,2.0,0.03,0.322759003961015,0.45126599532298317,0.21536897833085805,0.5586560209531402,0.3591530082138196,0.012649294385971163
Fashion-MNIST,47,2.0,0.03,0.3218092733035859,0.4367801894988585,0.2247824337196743,0.53380702908277,0.36014021736604496,0.00850928209165058
Fashion-MNIST,59,2.0,0.03,0.3224692747513411,0.44477273435495257,0.23410285959065316,0.5331391495156406,0.280092770557967,0.011773816495934628
Fashion-MNIST,11,2.0,0.06,0.3152102313607266,0.4649946843361091,0.24038667248454693,0.5398182432122888,0.41008493046584954,0.018747120342926513
Fashion-MNIST,23,2.0,0.06,0.3356358392027773,0.4681157644216752,0.22569035678945468,0.5780612468349978,0.39877144226670935,0.011285742209801438
Fashion-MNIST,37,2.0,0.06,0.333964003961015,0.46683599532298303,0.21085397833085806,0.58994602095314,0.40529300821381964,0.014125294385971165
Fashion-MNIST,47,2.0,0.06,0.3330142733035859,0.45235018949885836,0.2202674337196743,0.56509702908277,0.40628021736604497,0.009985282091650581
Fashion-MNIST,59,2.0,0.06,0.3336742747513411,0.46034273435495243,0.22958785959065317,0.5644291495156403,0.32623277055796696,0.01324981649593463
Fashion-MNIST,11,2.0,0.1,0.3277702313607266,0.4832346843361091,0.23590667248454694,0.5750982432122889,0.4665649304658495,0.02037912034292651
Fashion-MNIST,23,2.0,0.1,0.34819583920277725,0.4863557644216752,0.2212103567894547,0.6133412468349978,0.4552514422667093,0.012917742209801436
Fashion-MNIST,37,2.0,0.1,0.34652400396101496,0.48507599532298307,0.20637397833085808,0.62522602095314,0.4617730082138196,0.015757294385971163
Fashion-MNIST,47,2.0,0.1,0.34557427330358587,0.4705901894988584,0.21578743371967432,0.6003770290827699,0.46276021736604495,0.01161728209165058
Fashion-MNIST,59,2.0,0.1,0.34623427475134105,0.47858273435495247,0.2251078595906532,0.5997091495156404,0.38271277055796693,0.01488181649593463
Fashion-MNIST,11,2.0,0.15,0.3396452313607266,0.5019846843361092,0.2327816724845469,0.608848243212289,0.5290649304658495,0.02187912034292651
Fashion-MNIST,23,2.0,0.15,0.36007083920277727,0.5051057644216753,0.21808535678945468,0.6470912468349979,0.5177514422667093,0.014417742209801434
Fashion-MNIST,37,2.0,0.15,0.358399003961015,0.5038259953229831,0.20324897833085806,0.65897602095314,0.5242730082138196,0.01725729438597116
Fashion-MNIST,47,2.0,0.15,0.3574492733035859,0.48934018949885844,0.2126624337196743,0.6341270290827701,0.525260217366045,0.013117282091650579
Fashion-MNIST,59,2.0,0.15,0.3581092747513411,0.4973327343549525,0.22198285959065317,0.6334591495156403,0.44521277055796693,0.016381816495934627
Fashion-MNIST,11,2.0,0.22,0.3491302313607266,0.5206746843361092,0.2330266724845469,0.6367782432122888,0.6014449304658495,0.022971120342926508
Fashion-MNIST,23,2.0,0.22,0.36955583920277724,0.5237957644216753,0.21833035678945467,0.6750212468349979,0.5901314422667093,0.015509742209801433
Fashion-MNIST,37,2.0,0.22,0.36788400396101495,0.5225159953229831,0.20349397833085806,0.68690602095314,0.5966530082138196,0.01834929438597116
Fashion-MNIST,47,2.0,0.22,0.36693427330358586,0.5080301894988584,0.2129074337196743,0.6620570290827699,0.597640217366045,0.014209282091650578
Fashion-MNIST,59,2.0,0.22,0.36759427475134104,0.5160227343549525,0.22222785959065317,0.6613891495156404,0.5175927705579669,0.017473816495934626
Fashion-MNIST,11,2.0,0.3,0.3497702313607266,0.5312346843361092,0.23990667248454695,0.6410982432122889,0.6625649304658495,0.02277912034292651
Fashion-MNIST,23,2.0,0.3,0.37019583920277727,0.5343557644216753,0.2252103567894547,0.6793412468349979,0.6512514422667094,0.015317742209801435
Fashion-MNIST,37,2.0,0.3,0.368524003961015,0.5330759953229831,0.21037397833085808,0.69122602095314,0.6577730082138197,0.018157294385971162
Fashion-MNIST,47,2.0,0.3,0.3675742733035859,0.5185901894988585,0.21978743371967432,0.66637702908277,0.6587602173660451,0.01401728209165058
